;date;icms_sp;igp_m;ibc_br;dias_uteis;igp_m_22;ibc_br_22;igp_m_21;ibc_br_21;igp_m_20;ibc_br_20;igp_m_19;ibc_br_19;igp_m_18;ibc_br_18;igp_m_17;ibc_br_17;igp_m_16;ibc_br_16;igp_m_15;ibc_br_15;igp_m_14;ibc_br_14;igp_m_13;ibc_br_13;Licms_sp;DLicms_sp;D2igp_m;Dibc_br;D2igp_m_22;Dibc_br_22;D2igp_m_21;Dibc_br_21;D2igp_m_20;Dibc_br_20;D2igp_m_19;Dibc_br_19;D2igp_m_18;Dibc_br_18;D2igp_m_17;Dibc_br_17;D2igp_m_16;Dibc_br_16;D2igp_m_15;Dibc_br_15;D2igp_m_14;Dibc_br_14;D2igp_m_13;Dibc_br_13;22_forecast_uni_fixed;22_forecast_uni_var;22_forecast_uni_mean_var;22_forecast_multi_fixed;22_forecast_multi_var;22_forecast_multi_mean_var;21_forecast_uni_fixed;21_forecast_uni_var;21_forecast_uni_mean_var;21_forecast_multi_fixed;21_forecast_multi_var;21_forecast_multi_mean_var;20_forecast_uni_fixed;20_forecast_uni_var;20_forecast_uni_mean_var;20_forecast_multi_fixed;20_forecast_multi_var;20_forecast_multi_mean_var;19_forecast_uni_fixed;19_forecast_uni_var;19_forecast_multi_fixed;19_forecast_multi_var;19_forecast_multi_mean_var;18_forecast_uni_fixed;18_forecast_uni_var;18_forecast_uni_mean_var;18_forecast_multi_fixed;18_forecast_multi_var;18_forecast_multi_mean_var;17_forecast_uni_fixed;17_forecast_uni_var;17_forecast_uni_mean_var;17_forecast_multi_fixed;17_forecast_multi_var;17_forecast_multi_mean_var;16_forecast_uni_fixed;16_forecast_uni_var;16_forecast_uni_mean_var;16_forecast_multi_fixed;16_forecast_multi_var;16_forecast_multi_mean_var;15_forecast_uni_fixed;15_forecast_uni_var;15_forecast_uni_mean_var;15_forecast_multi_var;15_forecast_multi_mean_var;14_forecast_uni_fixed;14_forecast_uni_var;13_forecast_uni_fixed;13_forecast_uni_var;13_forecast_uni_mean_var;13_forecast_multi_var;13_forecast_multi_mean_var;14_forecast_multi_fixed;14_forecast_multi_mean_var;14_forecast_multi_var;14_forecast_uni_mean_var
2020(1);2020-01-01;12929806415;762,733;133,92;22;762,733;133,92;762,733;133,92;763,5148496;135,59575;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,28280106;-0,016601821;19,175;-3,51;19,175;-3,51;19,175;-3,51;19,9568496;-1,834250041;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,034762644;-0,056294071;-0,033195761;-0,062007065;-0,087469212;-0,068080247;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(2);2020-02-01;11776855482;762,423;134,36;19;762,423;134,36;762,423;134,36;766,3398545;134,370623;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,18940204;-0,093399015;3,311;0,44;3,311;0,44;3,311;0,44;7,227854544;-1,225126984;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,058720366;-0,06084273;-0,058446251;-0,04964452;-0,067071189;-0,050545449;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(3);2020-03-01;12085931795;771,908;136,03;22;771,908;136,03;771,908;136,03;769,098678;145,1007571;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,21530795;0,025905909;9,175;1,67;9,175;1,67;9,175;1,67;5,58382842;10,73013409;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,019021753;0,020462409;0,019424138;-0,023816651;0,014865438;-0,000279648;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(4);2020-04-01;10455595055;778,101;118,33;20;778,101;118,33;778,101;118,33;771,5597938;142,280183;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,07040308;-0,144904868;15,678;-17,7;15,678;-17,7;15,678;-17,7;5,219939246;-2,820574055;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,038922703;0,04127083;0,039058577;-0,021890294;0,028128639;-0,006730815;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(5);2020-05-01;9023528773;780,28;119,45;20;780,28;119,45;780,28;119,45;773,8744732;140,7446948;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;22,92310131;-0,147301773;8,372;1,12;8,372;1,12;8,372;1,12;4,775795151;-1,535488166;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,002974521;-0,017745879;-0,004887406;-0,000725789;-0,019387004;-0,021940662;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(6);2020-06-01;9983543651;792,429;125,8;21;792,429;125,8;792,429;125,8;776,1960966;140,4424511;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,02420394;0,101102629;14,328;6,35;14,328;6,35;14,328;6,35;4,636302801;-0,302243701;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,006552289;0,010580444;0,00625476;0,040637138;0,022803271;0,017843676;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(7);2020-07-01;11348726906;810,083;135,81;23;810,083;135,81;810,083;135,81;778,0589672;146,0020071;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,15237141;0,128167468;29,803;10,01;29,803;10,01;29,803;10,01;4,184494051;5,559555994;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,006415354;0,007027858;0,004404411;0,023673981;0,023108927;0,016649478;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(8);2020-08-01;12277307781;832,313;135,61;21;832,313;135,61;832,313;135,61;780,1597264;145,1426606;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,2310185;0,078647092;39,884;-0,2;39,884;-0,2;39,884;-0,2;3,963629843;-0,859346582;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,012401615;0,027824;0,013227803;0,007275266;-0,004819119;-0,034648396;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(9);2020-09-01;13098349990;868,442;137,09;21;868,442;137,09;868,442;137,09;783,1243334;142,2359373;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,2957521;0,064733605;58,359;1,48;58,359;1,48;58,359;1,48;5,065366172;-2,90672325;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,033243167;0,022804643;0,031490539;0,046123835;0,033110299;0,000803017;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(10);2020-10-01;13877865859;896,505;139,8;21;896,505;139,8;896,505;139,8;786,2568307;145,2722379;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,35356102;0,057808919;64,192;2,71;64,192;2,71;64,192;2,71;6,097104294;3,03630061;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,019410556;0,020355071;0,019539542;0,015554863;0,008543894;-0,034683505;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(11);2020-11-01;14745896346;925,887;138,14;20;925,887;138,14;925,887;138,14;789,3232324;142,0527903;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,41423067;0,060669644;57,445;-1,66;57,445;-1,66;57,445;-1,66;6,198898973;-3,219447566;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,005592369;0,007438326;-0,004996849;-0,014873573;-0,014354856;-0,026718226;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2020(12);2020-12-01;14906401855;934,758;139,27;22;934,758;139,27;934,758;139,27;792,164796;141,7354217;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,42505661;0,010825945;38,253;1,13;38,253;1,13;38,253;1,13;5,907965276;-0,317368615;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,067679104;0,054649178;0,066880231;0,072892626;0,066593346;0,04429103;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(1);2021-01-01;14133473973;958,844;131,12;20;958,844;131,12;941,1143544;131,6587163;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,37181186;-0,053244751;32,957;-8,15;32,957;-8,15;15,2273544;-7,611283706;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,030633237;-0,028262861;-0,022207378;-0,0662849;-0,055286241;-0,086796871;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(2);2021-02-01;13701530194;983,063;134,17;19;983,063;134,17;945,4434804;131,4790442;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,34077336;-0,031038505;48,305;3,05;48,305;3,05;10,68548043;-0,179672067;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,074122557;-0,086534984;-0,065824763;-0,029330147;-0,083047169;-0,079561932;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(3);2021-03-01;14843084321;1011,948;144,72;23;1011,948;144,72;949,13071;138,8676725;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,42079989;0,080026535;53,104;10,55;53,104;10,55;8,016355604;7,388628253;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,024362112;-0,005529901;0,021700717;0,055289776;0,042231844;0,049107189;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(4);2021-04-01;13667803235;1027,211;139,28;20;1027,211;139,28;951,788276;133,9729688;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,33830878;-0,082491116;44,148;-5,44;44,148;-5,44;6,344795562;-4,894703643;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,033421706;0,048431984;0,037268183;0,053026997;0,025078465;0,023656918;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(5);2021-05-01;14146225904;1069,289;137,69;21;1069,289;137,69;954,2629255;133,2057329;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,3727137;0,03440493;57,341;-1,59;57,341;-1,59;5,132215506;-0,767235968;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,008190122;0,001626434;-0,003077367;0,002680821;-0,036602401;-0,038108949;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(6);2021-06-01;14652653104;1075,733;137,91;21;1075,733;137,91;956,7440091;133,4864583;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,40788726;0,03517355;48,522;0,22;48,522;0,22;4,955733124;0,280725427;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,003801987;-0,000135652;0,006888101;0,032327225;-0,003636425;-0,006267202;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(7);2021-07-01;15708379019;1084,095;143,07;22;1084,095;143,07;958,9445203;141,2532142;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,4774601;0,069572847;14,806;5,16;14,806;5,16;4,681594827;7,766755911;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,009296236;0,006559895;0,00709555;0,011034112;0,011156895;0,010001289;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(8);2021-08-01;15975322472;1091,29;141,97;22;1091,29;141,97;961,7254594;141,4070506;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,49431102;0,016850921;15,557;-1,1;15,557;-1,1;4,98145033;0,153836411;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,011822705;0,014038286;0,012825907;0,01320223;0,003997056;0,006213265;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(9);2021-09-01;16224603499;1084,312;138,79;21;1084,312;138,79;965,6685338;138,2684392;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,50979466;0,015483638;0,217;-3,18;0,217;-3,18;6,724013493;-3,138611439;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,031875161;0,032969844;0,033328706;0,028807888;0,028405146;0,033547833;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(10);2021-10-01;16640679331;1091,283;138,02;20;1091,283;138,02;970,0140422;143,6700104;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,5351161;0,025321435;-0,007;-0,77;-0,007;-0,77;8,288582786;5,401571197;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,022190512;0,026722714;0,020037025;-0,003048148;-0,000770353;-0,000775937;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2021(11);2021-11-01;17376032210;1091,483;139,75;20;1091,483;139,75;973,8940984;141,2636319;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,57835763;0,043241538;7,171;1,73;7,171;1,73;8,225564571;-2,406378501;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,007304185;-0,003127141;-0,005206233;0,003094822;0,007380905;0,003765716;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
